1524392472730381056,-0.04815,0.02918,0.05405,0.66884,-0.74200,0.04224,0.01757,
1524392472830533632,-0.07698,0.03505,0.06924,0.66875,-0.74083,0.06272,0.00245,
1524392472930546176,-0.10451,0.02952,0.08432,0.66958,-0.73879,0.07466,-0.01688,
1524392473031804160,-0.12072,0.01524,0.09403,0.66335,-0.74154,0.09385,-0.03562,
1524392473130294016,-0.12205,-0.00449,0.09580,0.66679,-0.73734,0.09576,-0.05048,
1524392473230585856,-0.10980,-0.02282,0.08934,0.68006,-0.72695,0.07646,-0.05662,
1524392473330607872,-0.08939,-0.03452,0.08453,0.68103,-0.72776,0.06039,-0.05409,
1524392473430572544,-0.06203,-0.03994,0.07756,0.68315,-0.72724,0.05141,-0.04229,
1524392473531699200,-0.03594,-0.03591,0.06705,0.68977,-0.72220,0.03955,-0.03277,
1524392473630395136,-0.01698,-0.02657,0.05437,0.69037,-0.72240,0.03660,-0.01344,
1524392473730777344,-0.00901,-0.01577,0.04198,0.67899,-0.73303,0.04037,0.00245,
1524392473830457856,-0.01222,-0.00675,0.03446,0.67924,-0.73335,0.02865,0.00335,
1524392473930504448,-0.02196,0.00014,0.03176,0.68192,-0.73106,0.02233,-0.00497,
1524392474030761728,-0.02984,-0.00016,0.03282,0.68372,-0.72937,0.01881,-0.01414,
1524392474130343424,-0.02744,-0.00222,0.03360,0.67289,-0.73925,0.02533,-0.00909,
1524392474230393088,-0.01683,-0.00468,0.02943,0.67281,-0.73932,0.02683,0.00306,
1524392474330858752,-0.00631,-0.00524,0.02089,0.68599,-0.72744,0.01560,-0.00090,
1524392474430246912,-0.00012,-0.00307,0.01399,0.70152,-0.71265,0.00171,-0.00061,
1524392474534034176,-0.00071,-0.00226,0.00948,0.69603,-0.71797,0.00600,-0.00595,
1524392474630227456,-0.00196,-0.00205,0.01030,0.68789,-0.72577,0.00514,-0.00675,
1524392474730132480,-0.00184,-0.00232,0.01015,0.68085,-0.73234,0.00774,-0.00740,
1524392475030418432,-0.00264,-0.00248,0.01066,0.67535,-0.73731,0.01657,-0.00246,
1524392475430029568,-0.00757,-0.00337,0.01776,0.67482,-0.73761,0.02224,0.00745,
1524392475530239488,-0.01749,-0.00685,0.02700,0.67533,-0.73731,0.01523,-0.00862,
1524392475629748224,-0.02071,-0.00970,0.03647,0.69185,-0.72192,0.00314,-0.01293,
1524392475729699328,-0.01855,-0.01062,0.04165,0.69322,-0.72068,-0.00008,-0.00846,
1524392475829745408,-0.01269,-0.01014,0.04019,0.68990,-0.72383,-0.00938,0.00436,
1524392475929846528,-0.00800,-0.01066,0.03798,0.70456,-0.70895,-0.01933,0.02457,
1524392476030389504,-0.00645,-0.01011,0.04129,0.68612,-0.72706,-0.01137,0.02219,
1524392476130408448,-0.00525,-0.01527,0.04965,0.66338,-0.74816,-0.00984,0.00910,
1524392476229834752,-0.00669,-0.02305,0.05919,0.67368,-0.73903,-0.00128,-0.00109,
1524392476329787136,-0.00916,-0.02692,0.06216,0.69707,-0.71685,-0.00178,-0.01469,
1524392476429825792,-0.00796,-0.02467,0.06028,0.71500,-0.69900,-0.00799,-0.01055,
1524392476531496192,-0.00482,-0.02258,0.05938,0.71806,-0.69596,-0.00501,-0.00012,
1524392476629778432,-0.00065,-0.01839,0.05903,0.72218,-0.69148,-0.01279,0.01193,
1524392476729823488,-0.00136,-0.01498,0.06155,0.75825,-0.65161,-0.02132,-0.00116,
1524392476830221568,-0.01025,-0.01090,0.06460,0.80458,-0.59175,-0.04805,-0.01325,
1524392476929620224,-0.01541,-0.00629,0.06877,0.81018,-0.58196,-0.06763,-0.01919,
1524392477030882304,-0.02037,-0.00552,0.07101,0.82791,-0.55340,-0.09010,-0.01414,
1524392477129615104,-0.02370,-0.00288,0.07058,0.82122,-0.55983,-0.11043,-0.00189,
1524392477229344768,-0.02810,-0.00244,0.07095,0.83119,-0.54255,-0.12128,0.00686,
1524392477329326848,-0.03105,-0.00150,0.07230,0.83884,-0.52510,-0.14338,0.00800,
1524392477429560832,-0.03350,-0.00118,0.07249,0.84549,-0.50860,-0.16198,0.01533,
1524392477530070528,-0.03481,-0.00014,0.07230,0.84916,-0.50040,-0.16726,0.02362,
1524392477730879488,-0.03137,0.00271,0.06991,0.84697,-0.50867,-0.15185,0.02899,
1524392477829290752,-0.03396,0.00317,0.07040,0.85208,-0.49270,-0.17400,0.03049,
1524392477929469952,-0.03083,0.00594,0.07128,0.84211,-0.50033,-0.19549,0.04804,
1524392478029770496,-0.03082,0.00521,0.07117,0.84983,-0.48971,-0.19019,0.04241,
1524392478129196800,-0.03389,0.00523,0.07077,0.85046,-0.48961,-0.19205,0.01106,
1524392478229343488,-0.03649,0.00499,0.07113,0.83985,-0.50138,-0.20798,-0.00436,
1524392478329383168,-0.03689,0.00518,0.07097,0.83503,-0.50828,-0.21039,-0.01028,
1524392478429376000,-0.03482,0.00508,0.06948,0.83268,-0.51865,-0.19403,-0.00011,
1524392478529712128,-0.03118,0.00658,0.06755,0.83208,-0.52448,-0.17960,0.01767,
1524392478729238784,-0.03414,0.00677,0.06916,0.82939,-0.52497,-0.19094,0.00746,
1524392478829297152,-0.03611,0.00536,0.06877,0.84154,-0.50340,-0.19588,-0.00472,
1524392478929382912,-0.03604,0.00414,0.06833,0.84649,-0.48936,-0.20969,-0.00055,
1524392479029232896,-0.03506,0.00336,0.06781,0.85547,-0.47537,-0.20538,-0.00260,
1524392479129169408,-0.03378,0.00339,0.06687,0.85859,-0.46967,-0.20519,0.01175,
1524392479229137408,-0.03508,0.00380,0.06720,0.85367,-0.47561,-0.21199,0.01000,
1524392479329205504,-0.03361,0.00529,0.06719,0.84689,-0.48535,-0.21620,0.02183,
1524392479428981504,-0.03363,0.00638,0.06780,0.84544,-0.48386,-0.22456,0.02607,
1524392479629277440,-0.03427,0.00669,0.06824,0.84319,-0.48870,-0.22319,0.01958,
1524392479728826880,-0.03389,0.00739,0.06812,0.83722,-0.49836,-0.22413,0.02163,
1524392479828750592,-0.03386,0.00748,0.06763,0.83267,-0.50969,-0.21547,0.02116,
1524392480128983808,-0.03599,0.00894,0.06749,0.82618,-0.52122,-0.21303,0.01957,
1524392480228825344,-0.03771,0.00917,0.06807,0.82196,-0.52849,-0.21204,0.01086,
1524392480328789760,-0.04038,0.00646,0.06855,0.83368,-0.50974,-0.21206,-0.01288,
1524392480429103104,-0.04035,0.00517,0.06785,0.83614,-0.50151,-0.22163,-0.01545,
1524392480533759488,-0.03949,0.00419,0.06724,0.84008,-0.49300,-0.22604,-0.01097,
1524392480628807680,-0.03720,0.00458,0.06600,0.84418,-0.48488,-0.22856,0.00168,
1524392480728837120,-0.03499,0.00799,0.06580,0.83532,-0.49553,-0.23676,0.02499,
1524392480828663296,-0.03759,0.01033,0.06668,0.82576,-0.50210,-0.25400,0.03860,
1524392480928724736,-0.04140,0.01277,0.06957,0.81151,-0.50995,-0.28030,0.05313,
1524392481029799680,-0.04370,0.01402,0.06969,0.80334,-0.51972,-0.28555,0.05480,
1524392481228516096,-0.04393,0.01357,0.07048,0.80329,-0.52318,-0.27985,0.05182,
1524392481328561152,-0.04507,0.01396,0.07175,0.79266,-0.54249,-0.27465,0.04424,
1524392481428539648,-0.04402,0.01333,0.07127,0.79659,-0.54594,-0.25618,0.04208,
1524392481530346752,-0.04138,0.01357,0.07060,0.80845,-0.53939,-0.23017,0.04981,
1524392481628686336,-0.03978,0.01318,0.06960,0.81581,-0.52991,-0.22558,0.05267,
1524392481728658176,-0.03995,0.01030,0.06859,0.82399,-0.51677,-0.22893,0.03979,
1524392481828696320,-0.04007,0.01060,0.06951,0.82608,-0.50788,-0.23990,0.04589,
1524392481928411136,-0.04016,0.00974,0.07137,0.83183,-0.48913,-0.25547,0.05957,
1524392482030003712,-0.04273,0.00780,0.07470,0.83868,-0.47985,-0.25124,0.05697,
1524392482128378368,-0.04559,0.00486,0.07840,0.84092,-0.48927,-0.22656,0.04628,
1524392482228231424,-0.05100,0.00244,0.08491,0.82876,-0.52964,-0.17863,0.02706,
1524392482328225280,-0.05878,-0.00120,0.08820,0.82945,-0.54457,-0.12420,-0.00435,
1524392482428345088,-0.06365,-0.00321,0.08909,0.83640,-0.53741,-0.10621,-0.01870,
1524392482528499968,-0.06265,-0.00326,0.08747,0.83813,-0.53103,-0.12455,-0.00616,
1524392482628188672,-0.06207,-0.00519,0.08849,0.81308,-0.56236,-0.14880,0.02262,
1524392482728484352,-0.06381,-0.01059,0.09247,0.78120,-0.60241,-0.15939,0.03769,
1524392482828466432,-0.06781,-0.01725,0.09261,0.76724,-0.61968,-0.15504,0.05748,
1524392482928401664,-0.06742,-0.01347,0.09310,0.78125,-0.60067,-0.16073,0.05491,
1524392483028686592,-0.06556,-0.00761,0.08802,0.79283,-0.58773,-0.14965,0.05994,
1524392483127998720,-0.06640,-0.00805,0.08502,0.78053,-0.60330,-0.14898,0.06782,
1524392483228301824,-0.06467,-0.00654,0.08321,0.77302,-0.60806,-0.16194,0.08055,
1524392483328058880,-0.06309,-0.00444,0.08424,0.76934,-0.61010,-0.16922,0.08522,
1524392483428015616,-0.06181,-0.00292,0.08454,0.76606,-0.60793,-0.18902,0.08858,
1524392483628368896,-0.06195,-0.00076,0.08495,0.76031,-0.61419,-0.19239,0.08761,
1524392483728347904,-0.06123,0.00208,0.08355,0.76877,-0.60509,-0.18962,0.08307,
1524392483828265984,-0.05849,0.00436,0.08283,0.78360,-0.58160,-0.19556,0.09735,
1524392484028404224,-0.05728,0.00332,0.08598,0.76834,-0.60103,-0.19455,0.10279,
1524392484128173568,-0.05741,0.00402,0.08767,0.75292,-0.61826,-0.20404,0.09613,
1524392484228316160,-0.06206,0.00351,0.08944,0.75263,-0.62390,-0.19217,0.08583,
1524392484328098304,-0.06670,0.00440,0.09192,0.74781,-0.63029,-0.19203,0.08151,
1524392484528745472,-0.07444,0.00422,0.09259,0.75497,-0.62190,-0.19241,0.07902,
1524392484627686656,-0.07289,0.00409,0.09037,0.77570,-0.60042,-0.17943,0.07473,
1524392484727667200,-0.07076,0.00444,0.08905,0.79299,-0.57787,-0.17851,0.07323,
1524392484827982080,-0.06977,0.00404,0.08796,0.79893,-0.57168,-0.17145,0.07412,
1524392484927771648,-0.06791,0.00235,0.08545,0.81015,-0.56018,-0.15953,0.06635,
1524392485032074752,-0.06490,-0.00082,0.08479,0.80512,-0.56564,-0.16498,0.06793,
1524392485127548928,-0.06089,-0.00195,0.08623,0.79746,-0.57834,-0.15981,0.06358,
1524392485227881728,-0.05742,-0.00503,0.08728,0.79272,-0.59451,-0.12537,0.04938,
1524392485530214912,-0.04374,-0.00819,0.08310,0.79074,-0.60555,-0.08101,0.03845,
1524392485627812608,-0.04325,-0.00791,0.08103,0.78867,-0.60725,-0.09161,0.02924,
1524392485727438848,-0.04172,-0.00649,0.08095,0.77875,-0.62017,-0.08976,0.02972,
1524392485827398656,-0.04292,-0.00427,0.08090,0.77422,-0.62770,-0.07288,0.03562,
1524392485927707136,-0.04798,-0.00101,0.08055,0.76838,-0.63692,-0.05352,0.03258,
1524392486028149504,-0.05396,0.00343,0.07999,0.76719,-0.63674,-0.07308,0.02542,
1524392486127589376,-0.05912,0.00711,0.08004,0.77480,-0.62085,-0.11337,0.03709,
1524392486227412224,-0.06941,0.01206,0.08372,0.77302,-0.61573,-0.14638,0.04349,
1524392486328195840,-0.06425,0.01590,0.08168,0.77288,-0.61297,-0.14559,0.07565,
1524392486427235328,-0.06420,0.01821,0.08059,0.77426,-0.60653,-0.14875,0.10257,
1524392486527988224,-0.06721,0.01752,0.08361,0.77095,-0.60615,-0.16130,0.11045,
1524392486628095232,-0.06933,0.01414,0.08404,0.76898,-0.61108,-0.14179,0.12307,
1524392486728542208,-0.07253,0.01115,0.08340,0.76445,-0.62096,-0.12754,0.11728,
1524392486827581952,-0.07380,0.00932,0.08305,0.77341,-0.61569,-0.10209,0.11113,
1524392487027455232,-0.07189,0.00805,0.08154,0.77688,-0.61009,-0.09631,0.12239,
1524392487127477760,-0.07206,0.00604,0.08020,0.78120,-0.59798,-0.12549,0.12808,
1524392487227382784,-0.07150,0.00801,0.08289,0.75892,-0.62206,-0.13994,0.13224,
1524392487327127040,-0.07288,0.01104,0.08672,0.74857,-0.63584,-0.13729,0.12843,
1524392487427174656,-0.07405,0.01144,0.08799,0.74862,-0.63260,-0.14371,0.13689,
1524392487528343296,-0.07572,0.01093,0.08860,0.75080,-0.62875,-0.14460,0.14162,
1524392487627306496,-0.07528,0.01076,0.08752,0.75931,-0.62111,-0.13286,0.14150,
1524392487827507456,-0.07259,0.00751,0.08287,0.79401,-0.57551,-0.13657,0.14032,
1524392487927223808,-0.07081,0.00595,0.07979,0.80486,-0.56053,-0.13808,0.13761,
1524392488027634944,-0.07078,0.00320,0.07742,0.81472,-0.54631,-0.13788,0.13700,
1524392488127304960,-0.07107,0.00146,0.07702,0.81952,-0.53986,-0.13065,0.14096,
1524392488327435264,-0.06947,-0.00057,0.07597,0.81859,-0.54309,-0.12209,0.14161,
1524392488727254272,-0.06679,-0.00576,0.07770,0.82320,-0.53809,-0.11129,0.14289,
1524392488826847744,-0.06677,-0.00592,0.07803,0.82225,-0.54068,-0.10661,0.14216,
1524392489127099392,-0.06373,-0.01004,0.08041,0.81148,-0.55788,-0.10290,0.14030,
1524392489226916864,-0.05949,-0.00912,0.08202,0.79998,-0.57953,-0.08448,0.13055,
1524392489326877952,-0.05607,-0.00557,0.08391,0.78514,-0.60726,-0.05594,0.10802,
1524392489426622208,-0.05676,-0.00365,0.08652,0.77216,-0.62786,-0.04374,0.08745,
1524392489527213056,-0.06300,0.00096,0.08904,0.75510,-0.65220,-0.03565,0.05650,
1524392489626561280,-0.06940,0.00374,0.09067,0.73966,-0.67155,-0.02986,0.03222,
1524392489726484992,-0.07463,0.00388,0.09091,0.73230,-0.68046,-0.02401,0.01170,
1524392489828324096,-0.07405,-0.00130,0.09113,0.72873,-0.68455,-0.01589,0.00959,
1524392489926435584,-0.07494,-0.00626,0.09071,0.72419,-0.68941,-0.00929,0.01282,
1524392490028149760,-0.07566,-0.01017,0.08917,0.71882,-0.69503,-0.01047,0.01130,
1524392490126430976,-0.07860,-0.01402,0.08687,0.70969,-0.70448,0.00422,0.00462,
1524392490226602496,-0.08257,-0.02084,0.07992,0.71513,-0.69897,-0.00135,-0.00483,
1524392490326598912,-0.08772,-0.02886,0.07284,0.72587,-0.68769,-0.00653,-0.01256,
1524392490426439168,-0.08917,-0.02966,0.07448,0.72469,-0.68828,-0.02017,-0.02616,
1524392490526839296,-0.08634,-0.03251,0.07409,0.72982,-0.68296,-0.02130,-0.02174,
1524392490726262016,-0.09005,-0.03036,0.07240,0.72786,-0.68505,-0.01765,-0.02460,
1524392490926549760,-0.08904,-0.02839,0.07405,0.72026,-0.69330,-0.01163,-0.02058,
1524392491226151424,-0.08700,-0.02754,0.07451,0.71651,-0.69750,-0.00373,-0.00931,
1524392491326178816,-0.08661,-0.02755,0.07454,0.71701,-0.69703,-0.00448,-0.00544,
1524392492126048512,-0.08630,-0.02790,0.07455,0.71524,-0.69887,0.00044,-0.00406,
1524392492325943040,-0.08665,-0.02695,0.07476,0.71174,-0.70242,0.00396,-0.00403,
1524392492626086912,-0.08712,-0.02639,0.07516,0.70807,-0.70610,0.00727,-0.00281,
1524392493027568640,-0.08512,-0.02647,0.07488,0.70874,-0.70539,0.00865,0.00528,
1524392493226143488,-0.08470,-0.02726,0.07461,0.71135,-0.70277,0.00718,0.00745,
1524392493825720320,-0.08247,-0.02624,0.07531,0.70713,-0.70693,0.00839,0.01229,
1524392494125574144,-0.08261,-0.02559,0.07508,0.70337,-0.71057,0.01287,0.01427,
1524392494626062080,-0.06323,-0.02330,0.07144,0.71183,-0.70222,0.00706,0.01149,
1524392494725391360,-0.04552,-0.01960,0.06873,0.71069,-0.70287,0.01593,0.02525,
1524392494825317888,-0.03047,-0.01560,0.06364,0.71636,-0.69706,0.01693,0.02555,
1524392494926166016,-0.02037,-0.01267,0.05948,0.72288,-0.69045,0.01420,0.02288,
1524392495027631872,-0.01399,-0.01216,0.05831,0.72408,-0.68943,0.01938,0.00318,
1524392495127332096,-0.01125,-0.01078,0.05718,0.71650,-0.69460,0.03744,-0.05249,
1524392495227087360,-0.01275,-0.01090,0.05682,0.71743,-0.69007,0.04117,-0.08605,
1524392495326353408,-0.01514,-0.00980,0.05615,0.71655,-0.69213,0.03734,-0.07820,
1524392495425932288,-0.01423,-0.00883,0.05713,0.71110,-0.69850,0.04750,-0.06473,
1524392495526268928,-0.01492,-0.00944,0.05656,0.71176,-0.69825,0.03972,-0.06536,
1524392495626956800,-0.01497,-0.00931,0.05686,0.70871,-0.70186,0.03536,-0.06221,
1524392496725165056,-0.01599,-0.00855,0.05704,0.70385,-0.70707,0.02646,-0.06282,
1524392497525316608,-0.01651,-0.00907,0.05644,0.70447,-0.70676,0.02178,-0.06115,
1524392498224611328,-0.02566,-0.00841,0.05717,0.70916,-0.70211,0.01957,-0.06123,
1524392498724664576,-0.06549,-0.00497,0.05742,0.70951,-0.70218,0.01565,-0.05746,
1524392498924514560,-0.08730,-0.00414,0.05812,0.70756,-0.70404,0.02047,-0.05719,
1524392499026758144,-0.10232,-0.00316,0.05799,0.70618,-0.70479,0.02731,-0.06192,
1524392499124434944,-0.11654,-0.00139,0.05865,0.70297,-0.70805,0.03619,-0.05649,
1524392499224552448,-0.13185,-0.00004,0.05870,0.70283,-0.70794,0.03578,-0.05981,
1524392499325146112,-0.14586,0.00153,0.05977,0.70084,-0.70957,0.03197,-0.06566,
1524392499424984576,-0.15556,0.00141,0.05865,0.70762,-0.70212,0.02496,-0.07533,
1524392499525258496,-0.16557,0.00313,0.05886,0.70677,-0.70249,0.03042,-0.07781,
1524392499626877440,-0.17439,0.00403,0.05890,0.70422,-0.70408,0.03822,-0.08291,
1524392499826009088,-0.18281,0.00516,0.05982,0.70125,-0.70675,0.04516,-0.08188,
1524392499924845568,-0.18628,0.00614,0.05937,0.70069,-0.70680,0.04279,-0.08740,
1524392500024915200,-0.18475,0.00521,0.06085,0.70111,-0.70665,0.03875,-0.08708,
1524392500125465856,-0.18000,0.00499,0.06301,0.69861,-0.70909,0.02922,-0.09097,
1524392500224667136,-0.16898,0.00445,0.06485,0.69784,-0.71047,0.01664,-0.08935,
1524392500324889088,-0.15306,0.00537,0.06812,0.69507,-0.71420,0.00574,-0.08224,
